id,console-name,product-name,loose-price,cib-price,new-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,asin,epid,gamestop-price,gamestop-trade-price
16286,Nintendo DS,USA Today Puzzle Craze,$4.02,$7.98,$11.99,$0.84,$4.19,$1.70,$8.39,$2.60,$12.99,B001DXL19W,70648327,$4.99,
16029,Nintendo DS,Ultimate Band,$2.47,$3.40,$1.04,,$2.59,$1.00,$4.99,,$1.99,B001570VAG,65671778,$4.99,
7484,Nintendo DS,Ultimate Card Games,$9.00,$11.90,$12.00,$1.90,$9.49,$2.60,$12.99,$2.60,$12.99,B0009KVDOI,44091872,$9.99,$0.80
21713,Nintendo DS,Ultimate Game Room ,$3.71,$7.99,$8.00,$0.78,$3.89,$1.70,$8.39,$1.70,$8.39,B00288KNMW,73221930,$4.99,
10501,Nintendo DS,Ultimate Mortal Kombat,$12.00,$12.90,$19.99,$2.60,$12.99,$2.80,$13.99,$6.30,$20.99,B000O5I0F8,61170405,,
11775,Nintendo DS,Ultimate Puzzle Games Sudoku Edition,$2.00,$6.49,$9.95,,$2.09,$1.40,$6.79,$2.00,$9.99,B000UCMI4Y,60531260,$4.99,
11227,Nintendo DS,Ultimate Spiderman,$7.44,$14.99,$54.95,$1.56,$7.79,$3.20,$15.99,$23.20,$57.99,B0009JEH92,46931301,$9.99,$1.60
11447,Nintendo DS,Underground Pool,$3.49,$3.65,$6.98,,$3.69,$1.00,$4.99,$1.50,$7.29,B000FIH79E,53826087,$4.99,
16233,Nintendo DS,Underwater Attack,$2.99,$4.95,$13.49,,$3.09,$1.00,$5.19,$2.80,$13.99,B001BJ690O,70134374,$4.99,
11732,Nintendo DS,Uno 52,$3.49,$6.98,$5.50,,$3.69,$1.50,$7.29,$1.20,$5.79,B000HKML6E,54059171,$4.99,
11733,Nintendo DS,Uno SkipBo Freefall,$6.00,$7.95,$34.99,$1.26,$6.29,$1.70,$8.39,$14.80,$36.99,B000HKN3ES,53925567,$9.99,$0.80
14986,Nintendo DS,Unsolved Crimes,$6.63,$6.99,$9.00,$1.40,$6.99,$1.50,$7.29,$1.90,$9.49,B001DIC85I,65719521,$4.99,$0.40
19229,Nintendo DS,Up,$3.75,$3.99,$10.59,$0.78,$3.89,$1.00,$4.99,$2.20,$10.99,B001MT4EVY,71306584,$4.99,
16457,Nintendo DS,Valkyrie Profile: Covenant of the Plume,$13.16,$18.00,$29.49,$2.80,$13.99,$3.80,$18.99,$9.30,$30.99,B001NJKHWI,65800837,$14.99,$2.40
30961,Nintendo DS,Vampire Legends: Power Of Three,$2.50,$7.95,$3.95,,$2.59,$1.70,$8.39,$0.80,$4.19,B003KMFQKO,92924941,$4.99,
22136,Nintendo DS,Vampire Moon: The Mystery of the Hidden Sun,$6.99,$8.99,$19.95,$1.46,$7.29,$1.90,$9.39,$6.30,$20.99,B003VQZQTA,93195810,$4.99,
11754,Nintendo DS,Vegas Casino High 5,$1.62,$7.89,$10.99,,$1.99,$1.70,$8.29,$2.40,$11.99,B000NVKZ0Q,56363912,$4.99,$0.40
31707,Nintendo DS,Veggy World,$5.50,$6.47,$19.99,$1.16,$5.79,$1.40,$6.79,$6.30,$20.99,B0046WCM9A,108710621,$4.99,$0.40
32319,Nintendo DS,Victorious: Hollywood Arts Debut,$1.25,$2.50,$1.44,,$1.99,$1.00,$4.99,,$1.99,B0057PERWA,108281726,$4.99,
33354,Nintendo DS,Victorious: Taking The Lead,$4.99,$5.99,$4.24,$1.00,$4.99,$1.30,$6.29,$0.90,$4.49,B0082SIJU0,129496970,$4.99,
4180,Nintendo DS,Viewtiful Joe Double Trouble,$9.99,$10.99,$29.99,$2.00,$9.99,$2.40,$11.99,$9.30,$30.99,B000B69EAK,48564691,$9.99,$0.80
31136,Nintendo DS,Virtual Villagers: A New Home,$5.99,$14.95,$6.61,$1.26,$6.29,$3.20,$15.99,$1.40,$6.89,B0038LD1N6,73339647,$4.99,
14913,Nintendo DS,Viva Pinata Pocket Paradise,$8.00,$9.95,$34.95,$1.68,$8.39,$2.00,$9.99,$14.80,$36.99,B0019QEXZW,111974568,$4.99,$0.40
15949,Nintendo DS,WWE SmackDown vs. Raw 2009,$6.00,$7.99,$32.99,$1.26,$6.29,$1.70,$8.39,$10.50,$34.99,B00175GC54,65934229,$9.99,$1.60
19783,Nintendo DS,WWE SmackDown vs. Raw 2010,$10.00,$11.85,$10.49,$2.20,$10.99,$2.40,$11.99,$2.20,$10.99,B002E1Q9UI,73200199,$14.99,$2.40
10503,Nintendo DS,WWE Smackdown vs. Raw 2008,$7.75,$8.11,$22.99,$1.62,$8.09,$1.70,$8.49,$7.20,$23.99,B000SH3XGI,58160014,$14.99,$2.40
13925,Nintendo DS,Wacky Races Crash and Dash,$2.99,$7.95,$5.60,,$3.09,$1.70,$8.39,$1.20,$5.89,B00161LNIK,65626745,$4.99,
13999,Nintendo DS,Wall-E,$4.20,$5.98,$5.50,$0.88,$4.39,$1.30,$6.29,$1.20,$5.79,B0013KI5XU,64275426,$4.99,
32134,Nintendo DS,Wappy Dog with Toy,$4.49,$5.99,$19.00,$0.94,$4.69,$1.30,$6.29,$4.00,$19.99,B00542ZDYW,103015476,,
10916,Nintendo DS,Warhammer 40k Squad Command,$8.99,$14.99,$17.99,$1.88,$9.39,$3.20,$15.99,$3.80,$18.99,B000SH3XFE,61040098,$4.99,$0.40
4181,Nintendo DS,Wario Master of Disguise,$7.90,$9.99,$42.00,$1.66,$8.29,$2.00,$9.99,$17.60,$43.99,B000LSKXRQ,56254481,$4.99,$0.60
21141,Nintendo DS,WarioWare D.I.Y.,$3.85,$6.49,$9.99,$0.80,$3.99,$1.40,$6.79,$2.00,$9.99,B0033BJSDI,70768772,$4.99,
4182,Nintendo DS,Warioware Touched,$7.75,$8.00,$14.94,$1.62,$8.09,$1.70,$8.39,$3.20,$15.99,B0007D4MVS,44020977,$9.99,$1.60
19971,Nintendo DS,Wedding Dash,$5.12,$5.95,$9.99,$1.00,$4.99,$1.30,$6.29,$2.00,$9.99,B002GHHJQS,70791294,$4.99,
30964,Nintendo DS,Western Riding Academy,$2.50,$9.16,$19.69,,$2.59,$1.90,$9.59,$6.30,$20.99,B003IUA720,92930121,$4.99,
11201,Nintendo DS,Whack a Mole,$2.80,$4.99,$6.00,,$2.89,$1.00,$5.19,$1.30,$6.29,B0009QYSTE,47660328,$4.99,
15793,Nintendo DS,What's Cooking with Jamie Oliver,$2.99,$4.40,$8.25,,$3.09,$1.00,$4.99,$1.70,$8.69,B001CZJOPO,69699702,$4.99,
30645,Nintendo DS,Wheel of Fortune,$3.00,$5.95,$3.99,,$3.19,$1.30,$6.29,$0.80,$4.19,B000FQIRZE,92964590,$4.99,$0.60
19739,Nintendo DS,Where the Wild Things Are,$4.00,$4.99,$5.99,$0.84,$4.19,$1.00,$5.19,$1.30,$6.29,B002JQ6OA8,74211179,$4.99,
19651,Nintendo DS,Where's Waldo? The Fantastic Journey,$1.04,$3.29,$6.56,,$1.99,$1.00,$4.99,$1.40,$6.89,B002I7A80U,74679878,,
4183,Nintendo DS,White Nintendo DS Lite,$17.00,$19.50,$149.99,$3.60,$17.99,$4.00,$19.99,$62.80,$156.99,B000FO4KO8,100189954,,
30839,Nintendo DS,White Nintendo DSi System,$26.00,$41.00,$150.00,$8.10,$26.99,$17.20,$42.99,$63.20,$157.99,B001TH8HAS,100234299,,
30965,Nintendo DS,Who Wants To Be A Millionaire?,$2.95,$4.94,$6.97,,$3.09,$1.00,$5.19,$1.50,$7.29,B003VJRNYS,92930256,$4.99,
4184,Nintendo DS,WiFi USB Connector,,,$99.99,,,,,$42.00,$104.99,B000MXMNG4,,$4.99,
11731,Nintendo DS,Wiffle Ball,$1.95,$2.22,$9.75,,$2.09,$1.00,$4.99,$2.00,$9.99,B000HKKQAM,214716579,$4.99,
21193,Nintendo DS,Windy x Windam,$4.02,$9.95,$14.99,$0.84,$4.19,$2.00,$9.99,$3.20,$15.99,B002P8KOLK,66244539,$14.99,$3.20
11256,Nintendo DS,Winning Eleven Pro Evolution Soccer 2007,$2.99,$4.97,$8.49,,$3.09,$1.00,$5.19,$1.80,$8.89,B000LU9DBQ,54222546,$4.99,
16058,Nintendo DS,Winter Sports 2 The Next Challenge,$2.49,$4.82,$8.75,,$2.59,$1.00,$5.09,$1.80,$9.19,B001EN3YS2,70338828,,
31137,Nintendo DS,Winter's Tail,$1.00,$3.99,$18.99,,$1.99,$1.00,$4.99,$4.00,$19.99,B002NXSTOG,77870721,$4.99,
13207,Nintendo DS,Winx Club Mission Enchantix,$9.99,$14.02,$7.99,$2.00,$9.99,$3.00,$14.99,$1.70,$8.39,B0013KQQZ4,65736569,$9.99,$0.80
11254,Nintendo DS,Winx Club Quest for the Codex,$6.98,$14.99,$19.99,$1.46,$7.29,$3.20,$15.99,$6.30,$20.99,B000GIXIR8,53690285,$4.99,
33265,Nintendo DS,Winx Club: Magical Fairy Party,$3.95,$8.00,$3.96,$0.84,$4.19,$1.70,$8.39,$0.80,$4.19,B0082SIL3K,129437134,$9.99,$0.80
35318,Nintendo DS,Winx Club: Saving Alfea,$29.98,,$22.99,$9.30,$30.99,$14.80,$36.99,$7.20,$23.99,B00JOP5AGQ,,,
31926,Nintendo DS,Wipeout 2,$3.98,$4.69,$6.99,$0.84,$4.19,$1.00,$4.99,$1.50,$7.29,B005GM3IDI,110915897,$4.99,$0.60
32732,Nintendo DS,Wipeout: The Game,$3.00,$4.00,$6.47,,$3.19,$1.00,$4.99,$1.40,$6.79,B0039XVFF4,92970798,$4.99,
21550,Nintendo DS,WireWay,$1.04,$1.50,$7.99,,$1.99,$1.00,$4.99,$1.70,$8.39,B002CZ7HAM,176010108,$4.96,
21361,Nintendo DS,Witch's Wish,$11.00,$18.93,$24.99,$2.40,$11.99,$4.00,$19.99,$7.80,$25.99,B0030LKLVO,80858300,$14.99,$3.20
30643,Nintendo DS,Witches & Vampires,$1.00,$2.25,$9.41,,$1.99,$1.00,$4.99,$2.00,$9.89,,92964800,$4.99,
21518,Nintendo DS,Wizardology,,,$39.99,,,,,$16.80,$41.99,B001CBW1AS,63050573,,
19519,Nintendo DS,Wizards of Waverly Place,$2.25,$3.44,$5.99,,$2.39,$1.00,$4.99,$1.30,$6.29,B0026IUSWY,72592012,$4.99,
30731,Nintendo DS,Wizards of Waverly Place: Spellbound,$1.95,$3.49,$6.34,,$2.09,$1.00,$4.99,$1.30,$6.69,B003VWGBGQ,93159209,$4.99,
16232,Nintendo DS,Wonderworld Amusement Park,$6.97,$7.99,$13.95,$1.46,$7.29,$1.70,$8.39,$3.00,$14.99,B001FEO754,66735326,$4.99,
10853,Nintendo DS,WordJong,$2.62,$3.50,$4.99,,$2.79,$1.00,$4.99,$1.00,$5.19,B000SH3XGS,62506267,$4.99,
16118,Nintendo DS,Wordfish,$3.16,$4.99,$15.98,,$3.29,$1.00,$5.19,$3.40,$16.99,B001H0OMME,70823757,$4.99,
14450,Nintendo DS,Wordmaster,$3.87,$6.47,$22.99,$0.82,$4.09,$1.40,$6.79,$7.20,$23.99,B00189MNQG,66765263,$4.99,
16410,Nintendo DS,World Championship Games: A Track & Field Event,$3.30,$4.95,$9.99,,$3.49,$1.00,$5.19,$2.00,$9.99,B001J2SEX8,71228838,$4.99,
10174,Nintendo DS,World Championship Poker,$5.25,$7.95,$7.00,$1.10,$5.49,$1.70,$8.39,$1.50,$7.39,B0007M228O,214722377,$4.99,
20420,Nintendo DS,World Cup Of Pool,$1.00,$6.99,$9.99,,$1.99,$1.50,$7.29,$2.00,$9.99,B002NDM1WC,78495163,$4.99,$0.40
13216,Nintendo DS,World Ends With You,$13.95,$15.33,$16.49,$3.00,$14.99,$3.20,$15.99,$3.40,$16.99,B00136MBHA,56281563,$19.99,$5.60
10502,Nintendo DS,World Series Of Poker 2008,$5.65,$9.99,$20.09,$1.18,$5.89,$2.00,$9.99,$6.30,$20.99,B000Q6ZLHK,214757783,$4.99,
19869,Nintendo DS,World of Zoo,$2.62,$5.88,$7.59,,$2.79,$1.20,$6.19,$1.60,$7.99,B002BUUMG4,73534241,$4.99,
7503,Nintendo DS,Worms 2 Open Warfare,$7.31,$9.99,$9.99,$1.54,$7.69,$2.00,$9.99,$2.00,$9.99,B000RW3V5W,59623356,$9.99,$0.80
4185,Nintendo DS,Worms Open Warfare,$5.82,$5.99,$8.69,$1.22,$6.09,$1.30,$6.29,$1.80,$9.09,B000CNGBJY,50868256,$4.99,$0.40
33267,Nintendo DS,Wreck It Ralph,$4.39,$5.00,$13.48,$0.92,$4.59,$1.10,$5.29,$2.80,$13.99,B008DNUXBM,129491447,$9.99,$0.80
18733,Nintendo DS,X-Men Origins: Wolverine,$6.30,$10.74,$13.21,$1.32,$6.59,$2.20,$10.99,$2.80,$13.99,B001PKHRU0,69714081,$4.99,$0.40
31771,Nintendo DS,X-Men: Destiny,$2.99,$5.15,$7.90,,$3.09,$1.10,$5.39,$1.70,$8.29,B004MXQ3HA,99148113,$9.99,$0.80
4186,Nintendo DS,X-Men: The Official Game,$2.99,$4.25,$11.99,,$3.09,$1.00,$4.99,$2.60,$12.99,B000EXZALW,214708992,$4.99,
21525,Nintendo DS,XG Blast,$0.99,$4.99,$7.99,,$1.99,$1.00,$5.19,$1.70,$8.39,B0037BSTO8,70426986,$4.99,
32936,Nintendo DS,Xia-Xia,$3.50,$3.99,$5.45,,$3.69,$1.00,$4.99,$1.10,$5.69,B006WN5UM2,141816428,$4.99,
11253,Nintendo DS,Xiaolin Showdown,$3.00,$4.99,$19.12,,$3.19,$1.00,$5.19,$4.00,$19.99,B000GLKQCK,214792868,$4.99,
21747,Nintendo DS,Yamaha Supercross,$2.77,$4.99,$19.99,,$2.89,$1.00,$5.19,$6.30,$20.99,B000RW3VAM,60518525,$4.99,
35608,Nintendo DS,Yard Sale Hidden Treasures: Sunnyville,$9.00,$17.39,$27.14,$1.90,$9.49,$3.60,$17.99,$8.70,$28.99,B00320J6VY,80854598,$9.99,$0.80
34876,Nintendo DS,Yellow Pikachu Nintendo DS Lite Limited Edition,$59.88,,,$25.20,$62.99,$29.20,$72.99,,,B00C7JGU9M,,,
30814,Nintendo DS,Yogi Bear,$4.44,$4.99,$7.19,$0.94,$4.69,$1.00,$5.19,$1.50,$7.59,B003YVP5F2,93159329,$4.99,
4187,Nintendo DS,Yoshi Touch and Go,$9.97,$12.00,$89.69,$2.00,$9.99,$2.60,$12.99,$37.60,$93.99,B0007D4MWC,44023328,$19.99,$3.20
4188,Nintendo DS,Yoshi's Island DS,$12.00,$12.99,$29.99,$2.60,$12.99,$2.80,$13.99,$9.30,$30.99,B000HE7KZC,53681581,$24.99,$5.60
30975,Nintendo DS,You Don't Know Jack,$2.95,$3.97,$0.99,,$3.09,$1.00,$4.99,,$1.99,B00498T4F6,93653229,$4.99,
19219,Nintendo DS,Yu-Gi-Oh 5D's Stardust Accelerator World Championship Tournament 2009,$7.28,$11.00,$70.00,$1.52,$7.59,$2.40,$11.99,$29.60,$73.99,B001KRPU3E,71594826,$9.99,$1.60
11258,Nintendo DS,Yu-Gi-Oh GX Spirit Caller,$14.99,$22.00,$51.00,$3.20,$15.99,$6.90,$22.99,$21.60,$53.99,B000GLKQCU,54347787,$19.99,$4.00
4189,Nintendo DS,Yu-Gi-Oh Nightmare Troubadour,$14.99,$20.51,$100.00,$3.20,$15.99,$6.60,$21.99,$42.00,$104.99,B00092A71Q,44627198,$19.99,$4.00
11261,Nintendo DS,Yu-Gi-Oh World Championship 2007,$9.75,$11.48,$35.99,$2.00,$9.99,$2.40,$11.99,$15.20,$37.99,B000L422K6,58692819,$14.99,$3.20
11264,Nintendo DS,Yu-Gi-Oh World Championship 2008,$15.52,$17.74,$47.99,$3.20,$15.99,$3.80,$18.99,$20.00,$49.99,B000WCCUSQ,63513898,$19.99,$4.00
31421,Nintendo DS,Yu-Gi-Oh! 5D's World Championship 2011: Over The Nexus,$26.96,$33.00,$80.00,$8.40,$27.99,$10.50,$34.99,$33.60,$83.99,B004BV5O4G,99110965,$24.99,$6.40
20783,Nintendo DS,Yu-Gi-Oh! World Championship 2010: Reverse of Arcadia,$11.00,$12.50,$32.99,$2.40,$11.99,$2.60,$12.99,$10.50,$34.99,B002W5GI8E,80189270,$14.99,$2.40
10235,Nintendo DS,Zelda Phantom Hourglass,$14.05,$17.50,$39.99,$3.00,$14.99,$3.60,$17.99,$16.80,$41.99,B000FRV2UK,53683370,$29.99,$11.20
20109,Nintendo DS,Zelda Spirit Tracks,$23.55,$28.44,$50.50,$7.50,$24.99,$9.00,$29.99,$21.20,$52.99,B001TOQ8UW,72506569,$34.99,$12.00
19503,Nintendo DS,Zelda Twilight Princess Demo,$699.99,,,$294.00,$734.99,$338.40,$845.99,,,,,,
14306,Nintendo DS,Zendoku,$1.75,$2.89,$6.99,,$1.99,$1.00,$4.99,$1.50,$7.29,B000N0WBM2,56372996,$4.99,
15870,Nintendo DS,Zenses Ocean,$0.99,$1.25,$4.95,,$1.99,$1.00,$4.99,$1.00,$5.19,B0013LTP6K,65675425,$4.99,
15868,Nintendo DS,Zenses Rainforest,$1.82,$1.99,$0.74,,$1.99,$1.00,$4.99,,$1.99,B0013LTP6U,65689950,$4.99,
35219,Nintendo DS,Zenses: Zen Garden,$9.04,$9.98,$14.76,$1.90,$9.49,$2.00,$9.99,$3.20,$15.99,B003WT1UOG,73353065,,
32208,Nintendo DS,Zhu Zhu Babies,$0.99,$3.19,$0.99,,$1.99,$1.00,$4.99,,$1.99,B005GM3V30,108943663,$4.99,
21115,Nintendo DS,Zhu Zhu Pets,$0.49,$2.99,$1.00,,$1.99,$1.00,$4.99,,$1.99,B0036FGXTS,80190368,$4.99,
22184,Nintendo DS,Zhu Zhu Pets 2: Featuring The Wild Bunch,$2.22,$5.00,$4.00,,$2.29,$1.10,$5.29,$0.80,$4.19,B003WFLGLC,92972917,$4.99,
33972,Nintendo DS,Zhu Zhu Pets 2: Featuring The Wild Bunch Limited Edition,$15.00,,$9.00,$3.20,$15.99,$3.80,$18.99,$1.90,$9.49,B0054U1M7Q,93158626,,
33971,Nintendo DS,Zhu Zhu Pets Limited Edition,$15.00,,$16.96,$3.20,$15.99,$3.80,$18.99,$3.60,$17.99,B0031KS9XQ,,,
31287,Nintendo DS,Zhu Zhu Puppies,$2.49,$2.99,$7.46,,$2.59,$1.00,$4.99,$1.60,$7.79,B004IYZV58,99393186,$4.99,
11670,Nintendo DS,Zoey 101 Field Trip Fiasco,$2.25,$3.79,$6.99,,$2.39,$1.00,$4.99,$1.50,$7.29,B000S6R2UC,60270735,$4.99,
32407,Nintendo DS,Zombiez Seeker,$12.00,$17.99,$19.99,$2.60,$12.99,$3.80,$18.99,$6.30,$20.99,B004FRVDXM,99125126,$9.99,$1.20
10297,Nintendo DS,Zoo Hospital,$0.99,$4.99,$19.95,,$1.99,$1.00,$5.19,$6.30,$20.99,B000TGB4Q4,61052203,$4.99,
4191,Nintendo DS,Zoo Keeper,$3.28,$5.00,$9.31,,$3.39,$1.10,$5.29,$2.00,$9.79,B0006VGY26,214742000,$4.99,
4192,Nintendo DS,Zoo Tycoon,$3.00,$3.49,$9.95,,$3.19,$1.00,$4.99,$2.00,$9.99,B000A3ON5A,47650271,$4.99,
11910,Nintendo DS,Zoo Tycoon 2,$5.00,$5.73,$21.98,$1.00,$4.99,$1.20,$5.99,$6.90,$22.99,B000XJD32U,63518845,$4.99,$0.40
18627,Nintendo DS,Zoo Vet: Endangered Animals,$5.00,$6.49,$11.99,$1.00,$4.99,$1.40,$6.79,$2.60,$12.99,B001DYHOG0,66740572,$4.99,
32209,Nintendo DS,Zoobles with Toy,$4.49,$6.99,$8.23,$0.94,$4.69,$1.50,$7.29,$1.70,$8.59,B005GM3QY4,111343787,,
21741,Nintendo DS,Zorro: Quest for Justice,$2.99,$2.99,$7.94,,$3.09,$1.00,$4.99,$1.70,$8.29,B0028P152W,74615754,,
16411,Nintendo DS,Zubo,$5.25,$5.39,$12.95,$1.10,$5.49,$1.10,$5.69,$2.80,$13.99,B0019R4VDK,214707702,$4.99,
32528,Nintendo DS,Zuma's Revenge,$4.64,$5.99,$4.03,$0.98,$4.89,$1.30,$6.29,$0.80,$4.19,B005XO9FWM,113298167,$4.99,
31124,Nintendo DS,de Blob 2,$3.34,$6.00,$4.83,,$3.49,$1.30,$6.29,$1.00,$5.09,B003S2JIBY,92981057,$4.99,
21756,Nintendo DS,iCarly,$1.99,$2.60,$10.46,,$2.09,$1.00,$4.99,$2.20,$10.99,B002ASVYI2,73304129,$4.99,
30732,Nintendo DS,iCarly 2: iJoin the Click!,$0.99,$1.05,$5.00,,$1.99,$1.00,$4.99,$1.10,$5.29,B003VKLA78,92922115,$4.99,
32842,Nintendo DS,iCarly: Groovy Foodie,$4.24,$7.00,$5.31,$0.90,$4.49,$1.50,$7.39,$1.10,$5.59,B00722ZG80,115143759,$4.99,$0.40
37292,Nintendo Switch,1-2 Switch,$34.87,$35.62,$38.70,$14.80,$36.99,$14.80,$36.99,$16.40,$40.99,B01MZ8ZGI6,,$44.99,$16.00
37760,Nintendo Switch,ARMS,$42.74,$43.43,$43.17,$18.00,$44.99,$18.40,$45.99,$18.00,$44.99,B01NBTWOVC,236411548,$54.99,$20.00
37329,Nintendo Switch,Binding of Isaac Afterbirth+,$31.98,$32.28,$34.99,$10.20,$33.99,$16.00,$39.99,$14.80,$36.99,B01N21YHC5,233980801,$37.99,$12.00
37756,Nintendo Switch,Cars 3 Driven to Win,$39.99,$50.09,$44.57,$16.80,$41.99,$21.20,$52.99,$18.80,$46.99,B06XX62HHZ,237005980,$54.99,$17.60
37802,Nintendo Switch,Cave Story+,$21.28,$23.14,$26.46,$6.60,$21.99,$7.20,$23.99,$8.40,$27.99,B06Y2FNRQP,237047317,$27.99,$8.00
37602,Nintendo Switch,Disgaea 5 Complete,$42.12,$44.99,$48.99,$17.60,$43.99,$18.80,$46.99,$20.40,$50.99,B01MUXWEV5,234063122,$54.99,$16.00
37365,Nintendo Switch,Has-Been Heroes,$16.99,$19.71,$19.00,$3.60,$17.99,$6.30,$20.99,$4.00,$19.99,,,$17.99,$6.40
37299,Nintendo Switch,Joy-Con Gray,$85.99,,$89.99,$36.00,$89.99,$41.60,$103.99,$37.60,$93.99,B01N6QKT7H,,,
37300,Nintendo Switch,Joy-Con Red and Blue,$118.50,,$117.48,$49.60,$123.99,$57.60,$143.99,$49.20,$122.99,B01N6QJ58Y,,,
37296,Nintendo Switch,Just Dance 2017,$35.50,$37.95,$39.79,$14.80,$36.99,$16.00,$39.99,$16.80,$41.99,B01GW8XYSI,,$54.99,$16.00
37375,Nintendo Switch,LEGO City Undercover,$33.96,$38.00,$34.97,$14.40,$35.99,$16.00,$39.99,$14.80,$36.99,B01MS6KPOH,236321605,$37.99,$10.40
37433,Nintendo Switch,Mario Kart 8 Deluxe,$45.27,$45.83,$47.44,$19.20,$47.99,$19.20,$47.99,$20.00,$49.99,B01N1037CV,,$54.99,$20.00
37290,Nintendo Switch,Nintendo Switch 32GB with Gray Joy-Con,$370.62,$389.40,$379.33,$155.60,$388.99,$163.60,$408.99,$159.20,$397.99,B01LTHP2ZK,232876898,,
37291,Nintendo Switch,Nintendo Switch 32GB with Red and Blue Joy-Con,$380.00,$380.67,$378.59,$159.60,$398.99,$160.00,$399.99,$159.20,$397.99,B01MUAGZ49,232787967,,
37301,Nintendo Switch,Nintendo Switch Pro Controller,,,$89.99,,,,,$37.60,$93.99,B01NAWKYZ0,,,
37423,Nintendo Switch,Puyo Puyo Tetris,$27.31,$30.49,$33.44,$8.70,$28.99,$9.60,$31.99,$10.50,$34.99,B01MT8L7BX,,$37.99,$12.00
37297,Nintendo Switch,Skylanders Imaginators: Starter Pack,$30.27,$36.00,$39.58,$9.60,$31.99,$15.20,$37.99,$16.80,$41.99,B01MU9T748,,,
37954,Nintendo Switch,Splatoon 2,,,$44.44,,,,,$18.80,$46.99,B01N9QVIRV,237011110,,
37293,Nintendo Switch,Super Bomberman R,$32.29,$33.00,$37.46,$10.20,$33.99,$10.50,$34.99,$15.60,$38.99,B01N9RAP7M,,$44.99,$12.00
37608,Nintendo Switch,Ultra Street Fighter II: The Final Challengers,$30.75,$33.17,$33.08,$9.60,$31.99,$10.50,$34.99,$10.50,$34.99,B06XS5HPVC,234122715,$37.99,$13.60
37294,Nintendo Switch,Zelda Breath of the Wild,$40.79,$45.25,$47.76,$17.20,$42.99,$19.20,$47.99,$20.00,$49.99,,,$54.99,$20.00
37320,Nintendo Switch,Zelda Breath of the Wild Master Edition,$221.99,$235.50,$277.00,$93.20,$232.99,$98.80,$246.99,$116.40,$290.99,B01MT8SWKC,234143347,,
37295,Nintendo Switch,Zelda Breath of the Wild Special Edition,$79.00,$89.99,$104.75,$33.20,$82.99,$37.60,$93.99,$44.00,$109.99,,,,
21215,Odyssey 2,Alien Invaders-Plus!,$5.99,$9.00,$49.95,$1.26,$6.29,$1.90,$9.49,$20.80,$51.99,B00147EHCA,56236171,,
21295,Odyssey 2,Alpine Skiing!,$8.99,$5.99,$19.95,$1.88,$9.39,$2.40,$11.99,$6.30,$20.99,B000MGVBFK,56244212,,
21250,Odyssey 2,Atlantis,$48.84,$46.01,,$20.40,$50.99,$24.00,$59.99,,,,56265039,,
21199,Odyssey 2,Attack of the Timelord,$12.00,$11.50,$7.34,$2.60,$12.99,$3.20,$15.99,$1.50,$7.69,,56247410,,
21246,Odyssey 2,Baseball,$4.95,$6.00,$1.46,$1.04,$5.19,$1.30,$6.29,,$1.99,,56262359,,
21216,Odyssey 2,Blockout!/Breakdown!,$5.99,$9.95,$24.99,$1.26,$6.29,$2.00,$9.99,$7.80,$25.99,B00153ZDGM,56245668,,
21296,Odyssey 2,Bowling/Basketball,$0.99,$2.84,$1.68,,$1.99,$1.00,$4.99,,$1.99,,56236181,,
21245,Odyssey 2,Casino Slot Machine,$1.00,$9.95,,,$1.99,$2.00,$9.99,,,,56261747,,
21231,Odyssey 2,Comando Noturno!,$69.00,,,$28.80,$71.99,$33.60,$83.99,,,,56248878,,
21222,Odyssey 2,Computer Golf,$6.95,$4.99,$9.95,$1.46,$7.29,$1.80,$8.99,$2.00,$9.99,,56247420,,
21221,Odyssey 2,Computer Intro!,$0.99,$7.99,$19.99,,$1.99,$1.70,$8.39,$6.30,$20.99,,56246940,,
21241,Odyssey 2,Conquest of the World,$29.99,$25.00,$45.00,$9.30,$30.99,$14.80,$36.99,$18.80,$46.99,,56259107,,
21218,Odyssey 2,Cosmic Conflict!,$2.44,$4.25,$15.94,,$2.59,$1.00,$4.99,$3.40,$16.99,B000F9EIPY,56246315,,
21227,Odyssey 2,Demon Attack,$99.98,$35.88,,$42.00,$104.99,$48.80,$121.99,,,,56248278,,
21242,Odyssey 2,Dynasty,$6.00,$2.25,$19.95,$1.26,$6.29,$1.60,$7.99,$6.30,$20.99,,56260497,,
21204,Odyssey 2,Electronic Table Soccer,$1.99,$6.50,$25.00,,$2.09,$1.40,$6.79,$7.80,$25.99,B00444URK6,56219384,,
21225,Odyssey 2,Football,$8.00,$4.97,$13.94,$1.68,$8.39,$2.20,$10.99,$3.00,$14.99,,56248005,,
21239,Odyssey 2,Freedom Fighters!,$6.99,$11.00,$4.95,$1.46,$7.29,$2.40,$11.99,$1.00,$5.19,,56258537,,
21244,Odyssey 2,Frogger,$12.94,$29.99,$45.00,$2.80,$13.99,$9.30,$30.99,$18.80,$46.99,,56261157,,
21233,Odyssey 2,Hockey!/Soccer!,$5.50,$13.99,$2.10,$1.16,$5.79,$3.00,$14.99,,$2.19,,56250506,,
21228,Odyssey 2,I've Got Your Number,$6.95,$6.00,,$1.46,$7.29,$1.80,$8.99,,,,56248338,,
